Project_ID,Constituency,State,Work category,Work description,RECOMMENDED AMOUNT   ( ₹ ),Category_Mean_Cost,Category_Median_Cost,Anomaly_Score
140274.0,NAGALAND,Nagaland,normal/others,construction of river embankment & water conservation plant at kikha kohima,11000000.0,521220.07,300000.0,-0.1075
277368.0,NARASAPURAM,Andhra Pradesh,normal/others,construction of multipurpose community hall at bhaggeswaram village in palacole mandal,12000000.0,521220.07,300000.0,-0.1075
210691.0,KOLKATA DAKSHIN,West Bengal,normal/others,"construction of three storeyed building for kmc primary school (english medium) at 113 by 1, kabisekhar kalidas roy road, in ward 88, under borough - viii.",12000000.0,521220.07,300000.0,-0.1075
242169.0,HOOGHLY,West Bengal,normal/others,construction of community centers and community halls,11717344.0,521220.07,300000.0,-0.1075
163131.0,AMALAPURAM(SC),Andhra Pradesh,normal/others,"formation of bt road from knf road to sathirevu puntha sc locality via lockpeet, luthern high school, jayapet in sakhinetipalli village",11586983.0,521220.07,300000.0,-0.1075
152256.0,CHENNAI NORTH,Tamil Nadu,normal/others,"construction of chennai girls higher secondary school building (g+1)12 class rooms at buddha street om dn -48, zone-04",10000000.0,521220.07,300000.0,-0.104
184578.0,CHENNAI SOUTH,Tamil Nadu,normal/others,construction of indoor stadium,10000000.0,521220.07,300000.0,-0.104
156952.0,SULTANPUR,Uttar Pradesh,normal/others,high mast light 9.5 mtr pole at different locations of 45by agency kshetriya prabandhak laghu udyog nigam prayagraj,10074960.0,521220.07,300000.0,-0.104
254284.0,ALLAHABAD,Uttar Pradesh,normal/others,roads in allahabad loksabha,9900000.0,521220.07,300000.0,-0.104
198279.0,NAGARKURNOOL(SC),Telangana,normal/others,construction of class rooms and toilets for mandal parishath upper primary school at desitikyal nagarkurnool district,10000000.0,521220.07,300000.0,-0.104
221826.0,TRIPURA WEST,Tripura,normal/others,"construction of rcc single storied framed structure building at medical service centre niramay under ramkrishna mission, viveknagar, dukli  agartala, west tripura",10000000.0,521220.07,300000.0,-0.104
